user_id,posted,item_id,review,sentiment_score,item_name
76561198064795279,"Posted August 3, 2013.",4000.0,"Where to start, Garry's Mod isn't a game, it's anything you want it to be! FPS, Horror, Simulation, Building, Racing, Rocketing and more. Take your favourite Valve characters and put them all in a blender, the only limits are your imagination and amount of internet data avaliable to download ALL THE ADDONS! Get this game, you will not regret it! 1 simple payment of $10= 1 lifetime of fun!!! So yeh...Garry is watching!!!!",0.5267,Garry's Mod
76561198084519825,"Posted March 26, 2014.",4000.0,you can kill gman 10/10,-0.6908,Garry's Mod
76561198098152088,"Posted December 26, 2013.",4000.0,o jogo mais zuero do mundo TheZueiraNeverEnds,0.0,Garry's Mod
Strobies,"Posted January 4, 2013.",4000.0,Great game you gotta love all the modes in this game.,0.8519,Garry's Mod
76561198122817042,"Posted February 19, 2014.",4000.0,NO,-0.296,Garry's Mod
MrRavige,"Posted August 25, 2015.",4000.0,Any game that has a Addon that is a living melon that makes noises and if you press E on them they chase you arond map making scary noises and if they catch you they explode sending u through multiple walls and leaving you with brown pants and a sore throat from all the scream. IS A GAME U WANT TO PLAY,-0.4997,Garry's Mod
aman98,"Posted July 3, 2015.",10.0,best game ever,0.6369,Counter-Strike
MrExecutionerQQ,"Posted November 19, 2015.",730.0,"Fun with friends, competitive and stressful. Not that high quality of graphics but probably to let almost everyone to play this game. I mean gameplay compensates for that. Do beware if you have good/expensive items in your inventory though, due to people who scam and so on.",-0.2372,Counter-Strike: Global Offensive
amr_,"Posted June 24, 2014.",4000.0,Download Simulator. I can't even join a server because i have to download tons of stuff....,-0.2235,Garry's Mod
nopale,"Posted December 18, 2014.",4000.0,put a lot of stuff and u freeze it and u pull it : tornado detected,0.0516,Garry's Mod
76561198084189953,"Posted November 29, 2013.",4000.0,I love this game there are TONNES of servers and gamemodes! I TOTALLY reccomend it! I just purely love this game!,0.8827,Garry's Mod
76561198085169531,"Posted January 12, 2014.",4000.0,Muy Buen juego lo recomiendo demaciado,0.0,Garry's Mod
ireallydontfuckingcare,"Posted November 7, 2015.",4000.0,"Great game, a load of different gamemodes (my personal fav is ttt). It never gets old. You can do pretty much everything in this game, from killing your fellow terrorists to watching youtube videos on the big screen with friends; to moving ragdolls all over the place to breaking out of prison! There's just so much to choose from! Overall:Pros:Diverse Gameplay, tons of different gamemodes and creative design.Cons: Graphics should get a remake, A lot of maps must be downloaded manually.I think everyone should get this game, it was definitely worth the money!",0.8392,Garry's Mod
TheLifeAndTimesOfTim,"Posted May 29, 2015.",4000.0,Literally do anything you want.,0.0772,Garry's Mod
76561198192790182,Posted January 3.,4000.0,"The amount of hours I've played on it makes me look like a joke (which I am). The games that good that everyone who has owned the game for a year or two has over 100 hours on it. This game is really that good. If there is doubt in your mind as to if you should buy Gmod, get rid of it now! It only costs $9.99 and when there is sales it costs like $3!Just stop reading my review and buy it already!",0.8904,Garry's Mod
KeepTheChangeYouFilthyAnimal,"Posted September 28, 2013.",4000.0,Best game ever!,0.6696,Garry's Mod
Lomasbrah,"Posted June 3, 2014.",4000.0,Matt Spencer's a coon.,0.0,Garry's Mod
akame11,"Posted January 27, 2015.",4000.0,Best sanbox :D,0.8494,Garry's Mod
mj10991,"Posted May 24, 2014.",4000.0,"Garrys Mod is a very good game because you can build want you want and put it on dupes for other people to veiw, there are loads of minigames like ttt,murder and the list gose on and on and on.You can also play with your friends with some basic sand box mode and just play around and it is very fun i recommend this game for any age.",0.9616,Garry's Mod
TahuW,"Posted June 14, 2014.",4000.0,awesome game this was my first but you should get it it is a very fun game to play with or without friends!,0.8176,Garry's Mod
spankwankable,"Posted July 26, 2014.",4000.0,10/10 would play again,0.34,Garry's Mod
DerpyMineTurtle,"Posted May 13, 2013.",4000.0,"Definitely a game worth the $10 (I got it for $2.50 during the March Indie Sale 2013), You can do anything in the game. The only limit is your imagination.",0.5574,Garry's Mod
D3LTAS-L1GHT,Posted July 30.,4000.0,step 1. grab friendsstep 2. start a game and invite your friendsstep 3. laugh at the chaosget this game and play with friends its worth the money,0.891,Garry's Mod
XxX_bradley_XxX,"Posted June 27, 2014.",4000.0,the most amazing source game of all time get this rise and  doctor freeman rise and shine not to imply you have been sleeping on the job no one is more worth of a rest than you and all the effrot in the world so rise and shine doctor freman wake up and smell the ashes 100000000000000000000000000000000/10,0.7774,Garry's Mod
DBZfreakMBB,Posted April 28.,730.0,"Buy now, the cancerous csgo skin cummunity has moved on because of the gambling sites shuting down.",0.0,Counter-Strike: Global Offensive
76561198079705633,Posted February 8.,220.0,"Um clássico! finalmente pude experimentar de perto essa obra prima da Valve, me impressionaram com os gráficos, jogabilidade nova, e a sem falar na história magnífica que a franquia Half life possui. Simplismente uma lenda esse game, recomendadíssimo!",0.0,Half-Life 2
76561198072460153,"Posted December 3, 2013.",4000.0,fun game,0.5106,Garry's Mod
sickkunt007,"Posted December 28, 2012.",240.0,pew pew pew,0.0,Counter-Strike: Source
mizi,"Posted May 23, 2015.",4000.0,kek,0.0,Garry's Mod
76561198059870308,"Posted November 27, 2014.",4000.0,ไม่มีคำบรรยาย ครับ สุดยอดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดด,0.0,Garry's Mod
CornBeard,"Posted October 4, 2014.",4000.0,ItS FUN BUY IT PLAYERS,0.6166,Garry's Mod
awesomaster,"Posted January 1, 2015.",4000.0,This game is insaneBut fun at the same time,0.5106,Garry's Mod
76561198026766790,"Posted May 25, 2012.",4000.0,"FANTASTIC PHYSICS, FANTASTIC MODS, FANTASTIC GAMEThis game is seriously the BEST GAME EVER (I own a lot of games that aren't on steam as well).If you don't own this game I feel sorry for you11/10 Also be sure to get half life 2 episode 2 and counter strike source as some content on the workshop requires these games.",0.9625,Garry's Mod
YumiHayashibiara,"Posted May 28, 2015.",4000.0,i show them even im short i can still drive the worst x3 and um do we even have to cheat on gamemodes >< why people does that? >i killed someone by a cheese>a person tried to prank me yet he prank himself>if you dont have weapons why not throw consoles instead?>chair cannot be trusted very suspicious>died after tripping over a prop>throw cash at the players for fun>~< would do more random stuff 29ew8d/10,-0.9203,Garry's Mod
TacozAreImmortality,"Posted January 7, 2015.",4000.0,This game is very good for someone who is creative in the mind! I recommend this if ur building stuff :D:,0.8353,Garry's Mod
76561198075915471,"Posted August 16, 2015.",8930.0,"PLEASE IT IS SUCH A GOOD FRICKING GAME, HOLY CRAP JUST GET IT!",0.3876,Sid Meier's Civilization V
BESTPERSON,"Posted March 6, 2015.",4000.0,Delicious... :D,0.6166,Garry's Mod
60324133769,"Posted January 11, 2012.",240.0,"Counter Strike: Source is an excellent classic first person shooter. By classic, I mean no tanks, no jets and no helicopters and apaches and all that stuff, just soldiers armed with guns and grenades. There are many mods of this game including zombie mod, surf mods, minigames and deathrun mods. There are many skins of players, knives and guns so you never know what to expect. This is definately a game worth trying.",-0.128,Counter-Strike: Source
Mockism,"Posted September 3, 2015.",4000.0,Doesn't have enough fnaf.got bored,-0.2732,Garry's Mod
76561198116519349,Posted March 8.,4000.0,Fun and crazy! Great game!,0.7639,Garry's Mod
ghostexdelta6,"Posted June 8, 2014.",4000.0,I have never laughed so hard in a video game !,-0.563,Garry's Mod
76561198072889134,"Posted March 18, 2014.",4000.0,I love this game.,0.6369,Garry's Mod
fgtkms,"Posted June 21, 2014.",4000.0,its a good game,0.4404,Garry's Mod
76561198081498297,Posted February 3.,730.0,2 offensive,-0.4588,Counter-Strike: Global Offensive
76561198088054470,"Posted December 22, 2013.",1250.0,กูไม่มีเงินนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนนน,0.0,Killing Floor
76561198015275299,"Posted July 29, 2014.",4000.0,Garry's Mod is one of my favourite games. It is a lot of fun and also alot of rage depending on the gamemode. I reccommend this game to everyone!,-0.1511,Garry's Mod
TheAnima,"Posted September 20, 2013.",4000.0,This Garry's Mod its Cool!,0.3802,Garry's Mod
76561198027550022,Posted July 27.,105600.0,this game is perfect,0.5719,Terraria
dizioboy,"Posted May 17, 2013.",4000.0,"Killed a guy with a bike with one of my frends on it, it was pink and had a bath tub on top!11/10 - IGN",-0.6996,Garry's Mod
ArMeDNeo,"Posted July 25, 2014.",304930.0,"This game reminds me of Minecraft and DayZ but especially DayZ and to say that about a free game is BRILLIANT. The game is so good with many weapons to use to slice, shoot, bash and more to those annoying zombies and the maps are great but make sure that if you go on the Arena map that u are with some friends because if you aren't then you will get pretty bored... trust me there isn't much in that map for 1 person. BUT the other map is EPIC it is huge, filled with towns, militairy bases, barns and more with awesome and I mean AWESOME weapons and other materials for you to use to survive the undead world. But the multiplayer is a let down since you can hardly get into a server in fact i don't even know if you CAN get into a server with the complication of ip's, port's and stuff but the developer might update that so I still recommend this game because of the EPIC singleplayer and if your thinking what the controls will be like and if they are like DayZ's alien controls then don't worry the controls on Unturned are great and you can adjut them if you want anyway. Oh and there is stuff like customization to your character. WOW this is alot like DayZ but just with Minecraft themed graphics. So much to do in this game and it's FREE so i suggest you go and annihilate some zombies in Unturned!",0.998,Unturned
FastAsACheetah,"Posted December 1, 2013.",4000.0,You can actually do all kinds of S*** in this game.,0.0,Garry's Mod
Sokiwi,"Posted June 20, 2014.",4000.0,"Get bored on ttt, then go try some prop hunt, want more of a challenge go pla hide and seek want to try something diffrent go play death run or want to have some more fun play murder this cycle never ends and is great with new things to try everytime this is the best game or mod",0.7585,Garry's Mod
LeEddie,"Posted June 21, 2014.",4000.0,Got me wet m8,0.34,Garry's Mod
OfficalUberZ,"Posted September 6, 2014.",4000.0,I would highly recommend this game because of 4 factors-Addons(mods)-Multiplayer-Possibilities -A lifetime of funThis game is very fun and the community is great as i said before i would highly recommend g-mod because of it's outstanding gameplay and physics,0.9537,Garry's Mod
76561198013785384,"Posted March 10, 2011.",1250.0,Brutal and fun. Level up and waste some interesting monsters in a six player co-op from HELL.,-0.8038,Killing Floor
76561198023475537,Posted January 20.,4000.0,It's okay.,0.2263,Garry's Mod
76561198088844664,"Posted February 7, 2014.",4000.0,"Very good game. Lots of hours to spend/waste your time on. Gmod is a very good sandbox for creative minds, you can create A LOT of things, and I mean A LOT. Then there's the multiplayer, heaps of hours to have fun online with TTT and many other gamemodes10/10",0.9285,Garry's Mod
spankwankable,"Posted July 26, 2014.",4000.0,10/10 would play again,0.34,Garry's Mod
76561198095124187,"Posted October 8, 2014.",4000.0,"This is one of the greatest game i've seen, this sandbox game let's you do anything and combines it with physics leading a lot of experience",0.6369,Garry's Mod
EGGSaus,Posted January 27.,730.0,"Things squeakers have in common,in Counter strike: Global offensive1. (Obvious) A high voice2. $10 worth of skins and asking for a stat trak karambit fn crimson web3. All say they can use the awp5. Easily distracted by chickens6. Easily distracted when a no-scope is possible7. Can Awp a chicken8. All lower than Gold Nova 29. Always, I mean always blame the person next to them10. All of them still play Call Of Duty10/10Bonus. Dust II is love, Dust II is life....",0.5267,Counter-Strike: Global Offensive
SealSAURUS,Posted August 27.,4000.0,"I have over 3000 hours on this game so I think I can definitely go ahead and say it's freaking awesome, a lot of credit does go to the content creators though, thousand of add ons for almost everything!",0.7995,Garry's Mod
76561198097860960,"Posted April 15, 2015.",4000.0,love it best game ever u can do anything u want 10/10,0.8658,Garry's Mod
76561198075313412,"Posted December 22, 2013.",4000.0,me gusta este juego es muy adictivo XD,0.6739,Garry's Mod
seblyftw,"Posted January 2, 2014.",4000.0,"Great fun game. You can do literally anything. Theres stuff like: An elevator simulator, A Slender gamemode, zombie survival and of course... SANDBOX! Oh and the community support is MASSIVE. Lots of mods = Lots of fun.20/10 xD",0.9493,Garry's Mod
elevade,"Posted November 26, 2015.",4000.0,this game is ♥♥♥♥en tops mate,0.5106,Garry's Mod
henrydjunaedi,"Posted February 3, 2015.",4000.0,"My kid has been playing this in single-player mode, he seems to have a lot of fun with it. A real canvas for creative people.",0.7906,Garry's Mod
76561198048353577,Posted May 16.,4000.0,Top Quality. Star Wars RP is the bomb.,0.296,Garry's Mod
me2118,"Posted December 23, 2014.",4000.0,LOVE IT,0.6369,Garry's Mod
76561198088844664,"Posted February 7, 2014.",4000.0,"Very good game. Lots of hours to spend/waste your time on. Gmod is a very good sandbox for creative minds, you can create A LOT of things, and I mean A LOT. Then there's the multiplayer, heaps of hours to have fun online with TTT and many other gamemodes10/10",0.9285,Garry's Mod
76561198081342521,Posted February 17.,4000.0,a...so good?,0.4404,Garry's Mod
76561198057197505,"Posted October 19, 2015.",730.0,WEW,0.0,Counter-Strike: Global Offensive
76561198097208062,"Posted December 4, 2013.",4000.0,yes i do is so awesome,0.8377,Garry's Mod
76561198055762774,"Posted February 2, 2014.",4000.0,Brilliant. :),0.7783,Garry's Mod
AncestorSiezzz,"Posted September 29, 2014.",4000.0,This game is a must have. I got it a few years ago and still play it.... I have played it for more than 650 hours now and it never gets old. You can subscribe to items to mix up the game and make it intresting! It's a must!!,0.6884,Garry's Mod
TheWaterGod,"Posted November 1, 2014.",4000.0,my childhood......... will be remembered because of this game,0.0,Garry's Mod
bonkboy55,"Posted January 1, 2015.",4000.0,very fun,0.5563,Garry's Mod
itsdandytime,Posted June 29.,730.0,"I've been falsely VAC banned on this game before, but legitimate cheaters are always plaguing matches.CSS is better than this and that's a simple fact. In CSS you can't spray, there's no RNG and it's more balanced. In CSGO, you can spray with weapons like the Bizon, there is so much RNG with your weapon accuracy and the weapons arsenal is biased in favour of the Terrorist team.One of the biggest turnoffs is the extremely toxic community. Let us compare CSS and CSGO once again: In CSS you had chill, down to Earth people who you could talk to, make friends, learn about the game, etc. CSGO's community on the other hand is full of raging tryhards who flame everyone, even their own team, and act like they're the hot shot who is carrying the team. Additionally, you have a lot of hackers and dodgy Russians on VPNs trying to scam you.Oh yeah, and the ranked system is stupid too because it seems to be completely unable to match up players of a similar skill.",-0.9466,Counter-Strike: Global Offensive
Wackky,"Posted March 9, 2012.",220.0,You don't have to get this game. It's not like it's the greatest FPS of all time or anything. But have a think about it.,0.2605,Half-Life 2
theguywithnobrain,Posted January 16.,304930.0,"Pretty cool game to pass the time, or if you get into it you can play it for hours. If your PC is not the best one you can put the settings to the lowest and run it smooth. Awesome game 10/10",0.7212,Unturned
riletyface,"Posted September 26, 2014.",550.0,"Holy ♥♥♥♥, this game is the best zombie post apocalyptic style game ever created. Can't get enough of the game modes and the fact that it was made by valve tops it off. I could go in depth about how it's great but no other game that is released in the zombie genre can top left 4 dead 2.",-0.5346,Left 4 Dead 2
muffinwoona,"Posted June 25, 2013.",4000.0,"totally fun, filled with madness and overflowing experiences of fun!!!!",0.4331,Garry's Mod
yhagozanon,"Posted December 13, 2014.",4000.0,muito bom recomendo a todos,0.0,Garry's Mod
Slavishbear,"Posted February 17, 2014.",4000.0,sooo much to do in this game!!,0.0,Garry's Mod
troll678,Posted March 26.,4000.0,Very Good game,0.4927,Garry's Mod
76561198095685006,"Posted February 26, 2014.",550.0,OLLLLLLLLLLLLLLLLLLLLo,0.0,Left 4 Dead 2
ramramram,"Posted May 23, 2015.",4000.0,More modable than SkyrimCTD/10,0.0,Garry's Mod
demdem321,"Posted June 22, 2014.",4000.0,Get it!!!!! 10/10,0.0,Garry's Mod
teimportaesto,"Posted January 17, 2014.",4000.0,es el mejor juego que e jugado se los recomiendo,0.0,Garry's Mod
Corvus_bellator,"Posted December 16, 2014.",4000.0,"it's all and nothing at the same time... Either way, I enjoy that.",0.4939,Garry's Mod
CapCheeze,"Posted December 3, 2014.",4000.0,The Best!,0.6696,Garry's Mod
jiohigHfuyuCYgaupchg,"Posted December 29, 2013.",220.0,This is a great game! It is so awesome and the graphics are AMAZING!!! GO GET IT! GO PLAY IT! GO ENJOY YOURSELF!!!,0.9753,Half-Life 2
76561198064795279,"Posted August 3, 2013.",4000.0,"Where to start, Garry's Mod isn't a game, it's anything you want it to be! FPS, Horror, Simulation, Building, Racing, Rocketing and more. Take your favourite Valve characters and put them all in a blender, the only limits are your imagination and amount of internet data avaliable to download ALL THE ADDONS! Get this game, you will not regret it! 1 simple payment of $10= 1 lifetime of fun!!! So yeh...Garry is watching!!!!",0.5267,Garry's Mod
Tokiwadai,"Posted March 28, 2015.",240.0,Still Popular today. Must have if you want to have some fun with your friends,0.8591,Counter-Strike: Source
aamonrai132,"Posted August 25, 2014.",240.0,GOOD GAME,0.4404,Counter-Strike: Source
76561198066846892,"Posted May 17, 2014.",107410.0,very slow paced!!!,0.0,Arma 3
76561198078327562,"Posted June 2, 2015.",240.0,"Very fun, enjoyable game to play. I've played it for a long time now and i definitely recommend it to all PC gamers.",0.941,Counter-Strike: Source
Znade,"Posted September 24, 2015.",4000.0,"Is rated T for teenthere are huge amounts of mods for guns. addons for gore, mods to make ragdolls have no clothes, gamemodes like methrp and slaverp, dupes of giant dongs and ragdolls having sex.tenouttaten",0.3818,Garry's Mod
pineapple671,"Posted December 4, 2013.",4000.0,i like it it is a great game,0.765,Garry's Mod
76561198108059051,"Posted October 24, 2014.",105600.0,Terraria is vary fun to play,0.6908,Terraria
lestrepo,"Posted May 2, 2014.",4000.0,"This 'game' is awesome! If you don't have it, HAVE IT!",0.6892,Garry's Mod
76561198045635178,"Posted July 6, 2014.",550.0,"friends made, more friends lost",0.5606,Left 4 Dead 2
forganmreeman,"Posted December 1, 2013.",4000.0,"Interesting game. Unlike other titles, Gmod lets you play many different fun games within a game.",0.8126,Garry's Mod
LOLBITCHS,"Posted December 4, 2013.",4000.0,this game is awesome heaps of fun with friends,0.8885,Garry's Mod
expert_spy,Posted July 2.,730.0,Get this game as soon as you can.,0.0,Counter-Strike: Global Offensive
3046123,"Posted April 18, 2015.",4000.0,"Best game iv ever played, so much things to do in one game",0.765,Garry's Mod
Danny4201,"Posted November 8, 2013.",4000.0,best game!!!,0.7249,Garry's Mod
koaster,"Posted December 22, 2014.",730.0,Plays well and becomes addictive. My wallet hates it.,0.0516,Counter-Strike: Global Offensive
PiozZ,"Posted August 6, 2013.",240.0,"''Bestes Counter Strike aller Zeiten'' Hier stimmt wirklich alles Waffen Balance, Sound, Maps, Teamwork. Aber ich spiele es leider nicht mehr so viel wie früher, da die meisten Server von früher nicht mehr aktiv sind oder erst gar nicht mehr vorhanden. Auf meinem alten Acc habe ich das Game so gesuchtet ! RIP 2009 :D ''ein tolles Jahr''",-0.1677,Counter-Strike: Source
Mizuotoshi,"Posted July 31, 2014.",240.0,cs source is basically the best version of the game that still feels like the original cs; cs go feels more like COD than it does the original,0.9153,Counter-Strike: Source
austondragon,"Posted December 9, 2013.",730.0,Although some had been change in cs:go(no mp5) but for me it got lots of improvement and easy for me too play somehow cs go need to improve is less updates would be good for people who limited on internet usage.After all good games!,0.97,Counter-Strike: Global Offensive
thatfuzzylittlepegasus,"Posted October 28, 2015.",4000.0,i strongly reccomend this game for any goofball (such as myself) its very fun XD,0.8886,Garry's Mod
76561198048137488,"Posted December 7, 2013.",4000.0,A game thay makes no sense but making thing is the glory of it and messing aroud dont get me started 10/10,0.631,Garry's Mod
BlippX1,"Posted January 23, 2013.",4000.0,It's teh freakin G-Mod!!!!!!,0.0,Garry's Mod
AVATAR715,"Posted February 16, 2014.",4000.0,i like how a small game can be this popular,0.6956,Garry's Mod
Sneakyscopez,"Posted July 28, 2013.",4000.0,if you want a game that lets you create your mind with or without poeple i recommend with friends for fun!! this is the game for you!!!!,0.8342,Garry's Mod
DarkTitan9174,"Posted June 22, 2014.",4000.0,"I love Garry's Mod first up. I've had some of the best times playing with friends on Sandbox and Trouble in Terrorist Town and murder and things like that. There are infinite add ons and so much fun to be had.But the multiplayer public servers are awful sometimes.If you have no friends online and you don't feel like sandbox, you can go on to multiplayer online to open servers to play TTT, murder, Prop Hunt, etc... But the people on these servers are just awful most of the time. What I've noticed is that there's a very limited selection of the types of people in Garry's Mod. Either it's the squealers that have the most annoying voices sometimes and say vulgar things, or 18 year olds that sound like they have nothing to do with their lives. I'm not saying all people are like this, but it's just how it usually is. RDMer's in TTT are the worst who kill for no reason, and another thing in TTT is how people are suspicious of the littlest of things. I cannot recommend the multiplayer servers.Another cheap sort of way to get money is to buy Counter-Strike: Source along with it. That's another $15 on the $10 price tag, and you (like me) may think ""I don't want to buy it"" and will probably wonder why it comes as a bundle. See, the thing is, that in Garry's Mod, if you don't have the certain texture or addon for an item or map, there will be huge red error signs and purple and black squares so you can't see the items. And some of the neccesities for this game in terms of maps and textures come with Counter-Strike: Source. And if you don't, you have to go online and find ALL THE TEXTURES and ALL THE MAPS in a bundle, open up your Steam folder and dragging them in. These packs take about half an hour to download, and you need to download all the gamemodes, excess maps and so many other things if you want to play online properly.  I mean, come on, at least give us a warning guys. To me this seems like a ripoff if you didn't know and a cheap way of getting money.Overall, I really love Garry's Mod, but I love it the most when I'm playing with friends on a private match or by myself in Sandbox. If you're gonna buy it for online multiplayer, I do not recommend it. If you're going to buy it to play with friends and the occasional online multiplayer, I fully recommend it.Pros:-Fun gameplay-Great gamemodes-A lot to do and downloadCons:-Bad community-Textures and addons (sometimes)I will keep Garry's Mod at a 7/10(i know this is a very negative review, but I just wanted to let you know the bad about Gmod before you buy it)",-0.9394,Garry's Mod
76561198072460153,"Posted December 3, 2013.",4000.0,fun game,0.5106,Garry's Mod
originaldog,"Posted December 26, 2013.",4000.0,dumb,-0.5106,Garry's Mod
76561198077728175,"Posted February 23, 2014.",220.0,"Epic story, map layout, textures, veichle missions, characters (list goes on and on). In other words: awsomness",0.0,Half-Life 2
HarrisonDealSteam,"Posted July 5, 2013.",4000.0,One of the best sandbox games I've ever played! Definetly worth buying If creativity Is your thing,0.8858,Garry's Mod
EthanDaCookie,"Posted December 12, 2015.",4000.0,SO FUN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0.0,Garry's Mod
76561198070083977,"Posted February 5, 2014.",4000.0,Great Game! shot out too Falloutshelter AU on DarkRP,0.6588,Garry's Mod
Findoogle,"Posted November 15, 2014.",240.0,Such a awesome FPS Title,0.6249,Counter-Strike: Source
CUSTOM666,"Posted March 7, 2014.",4000.0,♥♥♥♥ING AMAZING,0.5859,Garry's Mod
darkking2098,"Posted June 30, 2014.",4000.0,"The reason why i like this, well there are many. Buying this game is like buying a seed, it's cheap, it grows and branches of into different fruits (thats all of the games and minigames.) i definitley reccomend and i hopped this helped.",0.7488,Garry's Mod
76561198057354755,"Posted October 26, 2015.",4000.0,I agree,0.3612,Garry's Mod
76561198066825426,"Posted January 1, 2015.",550.0,So much fun!!!,0.6656,Left 4 Dead 2
AqUaH20LiFe,"Posted September 11, 2014.",4000.0,All the cool addons like garrys bomb 5 and all the cool gamemodes like deathrun ttt an darkrp i love it so much i mainly have all vassongaming's addons,0.8625,Garry's Mod
76561198123388393,Posted May 30.,4000.0,"Great game! It has hundreds of active servers, each with a seperate community, and thousand of active players. It also has dozens of game modes. It's the sort of game that you will eventually devote thousands of hours to. When it comes to Gmod, anything is possible.",0.9041,Garry's Mod
walrusjesus,"Posted November 21, 2015.",4000.0,Play this game and I beyour ♥♥♥ you will be impressed with what you can do.,0.6705,Garry's Mod
its_arikimurray,"Posted July 5, 2015.",730.0,Next for best female actress,0.6369,Counter-Strike: Global Offensive
sonGohan8D,"Posted November 26, 2013.",4000.0,Wow man. This game is about a guy who gets sent to a digital world and he has allot of power over control! He can do anything in his world and play with others too! Btw if you have tripophobia dont play this game because it has allot of tadpole holes.And allot of holes behind a toads back!,0.8582,Garry's Mod
Crailik,Posted March 10.,730.0,its ok.,0.296,Counter-Strike: Global Offensive
76561198084008606,"Posted December 29, 2013.",550.0,i like zombies,0.3612,Left 4 Dead 2
76561198078665145,"Posted December 16, 2013.",4000.0,This Game is AWSUM! but the thing is i hate when da game instantly quits by its selfbut i give it 9/10,-0.7463,Garry's Mod
76561198057369211,"Posted January 13, 2014.",240.0,Yes,0.4019,Counter-Strike: Source
76561198106239471,"Posted July 24, 2015.",730.0,Pretty siq ♥♥♥♥,0.4939,Counter-Strike: Global Offensive
tharon1105,"Posted April 8, 2014.",4000.0,"Amazing, theres so much depth to it that you can NEVER EVER get bored of it. RECOMMENDED DEFINITELY!",0.8973,Garry's Mod
76561198065054037,"Posted July 2, 2014.",4000.0,Game is a lot of fun. There are alot of things you can do to keep yourself entertained. It is also better with other people playing along with you.,0.8658,Garry's Mod
Bullgull,"Posted November 20, 2015.",4000.0,It's A Cool Game Cause It's A Game.,0.3182,Garry's Mod
76561198069679264,"Posted May 22, 2014.",4000.0,Just Get it before you get  old and crusty,0.0,Garry's Mod
51564210333,Posted August 31.,4000.0,"Garry's Mod Garry's Mod... Where do we begin? The Funny Physics? The HUGE Selection of Games you can play? So I got this game a while ago. I would give you a Pros and Cons list BUT! I Can't think of anything wrong with this messed up game.. So To Sum up, Amazing Game Totally haven't Played for about 200 hours",-0.293,Garry's Mod
Gamester101,"Posted July 7, 2013.",550.0,AWESOME GAME I PLAYED WITH FRIEND AND HAD A LOT OF FUN U GOTTA GET IT :D,0.946,Left 4 Dead 2
mexicanburritobandito,"Posted September 6, 2014.",4000.0,Best game I have played in years!,0.784,Garry's Mod
76561198102254717,"Posted January 15, 2014.",4000.0,good,0.4404,Garry's Mod
76561198010038495,"Posted July 10, 2014.",304930.0,YES!,0.4574,Unturned
76561198089296397,"Posted July 17, 2014.",4000.0,i make ragdolls have explosive ♥♥♥♥♥ :),0.4588,Garry's Mod
76561198063458300,Posted July 8.,4000.0,Very fun game,0.5563,Garry's Mod
76561198048709944,"Posted March 15, 2014.",4000.0,A must get for all gamers who enjoy making random stuff or playing muiltplayer with player made modes and mods,0.6124,Garry's Mod
76561198043880297,"Posted November 10, 2013.",730.0,"Welcome to Counter strike global offensive, where aim detection doesn't work and bullets fly off the screen before you even shoot your second round.",-0.4404,Counter-Strike: Global Offensive
splitdip,"Posted December 10, 2012.",4000.0,this is the best game EVER,0.6369,Garry's Mod
76561198113245248,"Posted December 24, 2013.",4000.0,this game is very fun to play by yourself or with a couple of friends on the same server. i recommend garry's mod to people who are trying to find an entertaining game to play.,0.947,Garry's Mod
SovietLobster,Posted March 1.,4000.0,"How to play Dark RP in Garry's Mod.Step 1. Join server.Step 2. Pick job.Step 3. Do job.Step 4. Get enough money to buy money printers.Step 5. Buy money printers.Step 6. Get raided by a 12 year old.Step 7. Kill 12 year old.Step 8. Listen to the 12 year old complain about ""lag"".Step 9. Tell him to get a better computer.Step 10. Buy more money printers.Step 11. Level up.Step 12. Buy better money printers.Step 13. Get raided by police.Step 14. Again kill the 12 year olds, and get arrested.Step 15. Raid someones base.Step 16. Take their money printers.Step 17. Lose their money printers because they rage quit.Step 18. Get raided by a 12 year old that bought donator with his moms credit card.Step 19. Get destroyed.Step 20. Call him out.Step 21. Get killed a lot because he camps your base.Step 22. Get him banned for rdm.Step 23. Server gets ddosed.Step 24. People complain.Step 25. Server shuts down for a bit.Step 26. Rejoin.Step 27. Rebuild your base.Step 28. Buy printers again.Step 29. Argue with some 12 year olds.Step 30. Don't get raided for once.Step 31. Jk you get raided.Step 32. Purge happens.Step 33. Get called a hacker.Step 34. Kids talk ♥♥♥♥ about your mom.Step 35. Laugh.Step 36. 12 year old going through an emo phase donates to become admin.Step 37. Use the first amendment.Step 38. Admin doesn't like that.Step 39. Get banned.Step 40. Rage quit.11/10 Quality.",-0.9679,Garry's Mod
ohsotoast,"Posted February 20, 2014.",4000.0,Dis Game. Dis Game.Dis. Game.,0.0,Garry's Mod
Cobain76,"Posted June 2, 2014.",730.0,"Great game, the only thing bad about it is the people that play it.",0.4588,Counter-Strike: Global Offensive
76561198124526584,"Posted September 27, 2014.",105600.0,"Best game seen in years. So much fighting ,exploring and creating makes it the BEST GAME EVER",0.8609,Terraria
