genres,title,release_date,id
"['Action', 'Indie']",A Shooty Bit,2017-02-20,463480
"['Casual', 'Indie']",FEMINAZI: The Triggering Soundtrack,2017-02-21,596960
"['Action', 'Adventure', 'Casual', 'Indie']",Cavern Escape,2017-02-20,546400
"['Indie', 'Racing', 'Simulation']",Car Mechanic Simulator 2015 - Total Modifications,2017-02-20,361840
"['Adventure', 'Casual', 'Strategy']",Holo-Graham,2017-02-20,566140
"['Adventure', 'Casual', 'Indie', 'RPG']",Beyond Magic,2017-02-20,463880
['Strategy'],Vincere Totus Astrum,2017-02-20,314610
"['Action', 'Adventure']",Banned Footage Vol.1,2017-02-20,529930
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Chernobyl,2017-02-21,591493
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Volcanoes,2017-02-21,591491
"['Action', 'Casual', 'Indie']",bob's game,2017-02-21,529720
"['Action', 'Adventure', 'Indie']",Moccasin,2017-02-21,593290
"['Action', 'Indie', 'Early Access']",Mad Dojo,2017-02-21,586170
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",VRC PRO Asia On-road tracks Deluxe 2,2017-02-21,574673
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",VRC PRO Americas On-road tracks Deluxe,2017-02-21,574672
['Racing'],2017 Team Update,2017-02-21,587080
"['Casual', 'Indie']",Storage Inc 2,2017-02-21,549390
"['Action', 'Indie', 'Racing', 'Sports']",Rocket League® - Hot Wheels® Bone Shaker™,2017-02-21,457194
"['Action', 'Indie', 'Racing', 'Sports']",Rocket League® - Hot Wheels® Twin Mill™ III,2017-02-21,457191
"['Action', 'Adventure', 'Indie', 'RPG']",Ethereal Legends,2017-02-21,428980
['Action'],BERSERK and the Band of the Hawk,2017-02-21,502280
['Adventure'],Night in the Woods,2017-02-21,481510
"['Action', 'Indie']",Beyond Enemy Lines,2017-02-21,523610
"['Action', 'RPG']",Tales of Berseria™ - Adventure Item Pack 5,2017-02-21,565250
"['Action', 'RPG']",Tales of Berseria™ - Tales of Legacy Bundle,2017-02-21,528056
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",Pixel Privateers,2017-02-21,342640
"['Indie', 'Strategy']",LIT,2017-02-21,582960
['Action'],BERSERK - Exclusive Costumes,2017-02-21,569710
"['Adventure', 'Casual']",Dark Realm: Queen of Flames Collector's Edition,2017-02-21,591470
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",Pixel Privateers - Official Soundtrack,2017-02-21,596110
['Strategy'],NOBUNAGA’S AMBITION: Sengoku Gunyuuden / 信長の野望・戦国群雄伝,2017-02-21,521700
['Strategy'],Romance of the Three Kingdoms Ⅲ / 三國志Ⅲ,2017-02-21,521710
['Strategy'],Bandit Kings of Ancient China / 水滸伝・天命の誓い,2017-02-21,521680
['Action'],BERSERK - Guts Costume: Banquet Attire,2017-02-21,569711
['Action'],BERSERK - Casca Costume: Guts' Tank Top,2017-02-21,569712
['Action'],BERSERK - Casca Costume: Winter Clothes,2017-02-21,569713
['Action'],BERSERK - Schierke Costume: Town Girl,2017-02-21,569714
['Action'],BERSERK - Schierke Costume: Golem,2017-02-21,569715
"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",MadOut2 BigCity,2017-02-21,586980
"['Action', 'Adventure', 'Indie', 'RPG']",Unexplored,2017-02-22,506870
"['Racing', 'Simulation', 'Sports']",Ride 2 2017 Top Bikes Pack,2017-02-22,583730
['Simulation'],FSX Steam Edition: Hawker Heroes Add-On,2017-02-22,556218
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Anarchy Online,2001-06-27,396280
"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Sports', 'Strategy']",FreeStyleFootball - Starter Pack,2017-02-22,583110
"['Adventure', 'Indie', 'RPG']",Open Sorcery,2017-02-22,585180
"['Action', 'Indie']",Shift Happens,2017-02-22,359840
"['Action', 'Indie', 'Simulation']",Polterheist,2017-02-21,595320
"['Adventure', 'Casual', 'Indie']",Beauty Bounce,2017-02-22,372330
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Northgard,2017-02-22,466560
"['Adventure', 'Casual']",Mystery Tales: The Lost Hope Collector's Edition,2017-02-22,591580
"['Design &amp; Illustration', 'Utilities']",Virtual Battlemap DLC - Space Dungeons,2017-02-22,600070
"['Adventure', 'Strategy']",Of Light and Darkness,1998-04-13,557760
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",N0-EXIT,2017-02-22,503430
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",GRANADO ESPADA,2007-07-10,319730
"['Adventure', 'Indie']",Drop Hunt - Adventure Puzzle,2017-02-23,596870
"['Action', 'Massively Multiplayer', 'RPG', 'Early Access']",The Exiled,2017-02-23,332650
"['Action', 'Massively Multiplayer', 'RPG']",The Exiled - Nomad Pack,2017-02-23,530150
"['Action', 'Massively Multiplayer', 'RPG']",The Exiled - Vanguard Pack,2017-02-23,530152
"['Action', 'Massively Multiplayer', 'RPG']",The Exiled - Seeker Pack,2017-02-23,530151
"['Adventure', 'Casual', 'Indie']",School of Talent: SUZU-ROUTE,2017-02-23,573040
"['Action', 'Adventure', 'Indie']",Frog Hop Soundtrack,2017-02-23,578680
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Badass Hero,2017-02-24,465200
"['Indie', 'Simulation', 'Strategy']",Seasteader,2017-02-24,592550
['Indie'],Flute Master - Trick or Treat,2017-02-24,591720
"['Action', 'Casual', 'Indie', 'Strategy', 'Early Access']",Blackwake,2017-02-24,420290
"['Action', 'Casual', 'Indie']",KByte,2017-02-24,415090
['Indie'],Flute Master - Epic Christmas,2017-02-24,588670
"['Adventure', 'Casual', 'Indie']",The Inner Darkness,2017-02-24,562160
"['Adventure', 'Indie']",Midnight at the Celestial Palace: Chapter I,2017-02-24,460140
"['Action', 'Adventure', 'Indie']",Hollow Knight,2017-02-24,367520
"['Adventure', 'RPG']",Wizrogue - Labyrinth of Wizardry,2017-02-24,494320
"['Adventure', 'Indie']",Downward,2017-07-13,506900
"['Action', 'Adventure', 'Indie', 'RPG']",ICEY - UCEY's Awakening,2017-02-26,598710
"['Design &amp; Illustration', 'Early Access']",Dungeon Painter Studio,2017-02-26,592260
"['Action', 'Indie']",Rogue'n Roll,2017-02-27,600310
"['Action', 'Adventure', 'Indie', 'Simulation']",Alien Attack: Zero,2017-02-25,601690
"['Indie', 'Strategy']",Syrian Warfare Original Soundtrack,2017-02-27,599050
"['Action', 'Indie']",Furious Angels,2017-02-27,551450
"['Action', 'Indie', 'Strategy']",Armored Gear,2017-02-27,581000
"['Casual', 'Indie']",Eraser &amp; Builder,2017-02-27,583030
"['Adventure', 'Indie', 'RPG', 'Strategy']",Torment: Tides of Numenera - Legacy Edition Upgrade,2017-02-28,596230
"['Adventure', 'Indie', 'RPG', 'Strategy']",Torment: Tides of Numenera - Immortal Edition Upgrade,2017-02-28,596231
['Action'],BERSERK - Additional Warhorse Set,2017-02-28,569716
"['Adventure', 'Indie', 'RPG', 'Strategy', 'Early Access']",For The King,2017-02-28,527230
['Action'],BERSERK - Additional Scenario Set,2017-02-28,569717
"['Action', 'Indie']",Minimized Ultimate,2017-02-28,590520
"['Simulation', 'Strategy']",Command LIVE - Korean Missile Crisis,2017-02-28,584260
"['Casual', 'Simulation']",My Vet Practice,2017-02-28,595130
['Simulation'],FSX Steam Edition: Cessna CU206 Stationair Add-On,2017-02-28,500237
['Simulation'],FSX Steam Edition: Toposim US Northeast Add-On,2017-02-28,556225
"['Action', 'Casual', 'Indie']",Slash It 2 - A Himitsu Exclusive Edition,2017-02-28,590470
"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']",DRAGON BALL XENOVERSE 2 - DB Super Pack 2,2017-02-28,508401
"['Action', 'Casual', 'Indie']",Slash It 2 - JanjiMusic Exclusive Edition,2017-02-28,590490
"['Action', 'Casual', 'Indie']",Slash It 2 - Elexive Exclusive Edition,2017-02-28,590480
"['Adventure', 'Casual', 'Indie']",Bayou Island - Point and Click Adventure,2017-02-28,597210
"['Action', 'Adventure', 'RPG']",Tom Clancy's The Division™ - Last Stand,2017-02-28,596190
"['Simulation', 'Sports']",WWE 2K17 - Hall of Fame Showcase,2017-02-28,570210
"['Action', 'Adventure', 'Indie']",Turn Around,2017-02-28,595340
"['Action', 'Casual', 'Indie']",Blowhards,2017-02-28,552000
"['Action', 'Indie']",DESYNC,2017-02-28,390030
"['Action', 'Simulation']",Sky Rogue Original Soundtrack,2017-02-28,586070
"['Action', 'Indie', 'Racing', 'Early Access']",VThree,2017-02-28,567320
"['Adventure', 'Casual', 'Indie', 'Simulation']",Oracle,2017-02-28,576310
"['Action', 'Indie', 'Strategy']",Space Fuss,2017-02-28,525150
['Simulation'],FSX Steam Edition: Farm Strips Vol 2: Central and Southern England Add-On,2017-03-01,556217
['Indie'],Water Heroes: A Game for Change,2017-03-01,530010
['Simulation'],Train Simulator: North London &amp; Goblin Lines Add-On,2017-03-01,500211
"['Action', 'Adventure', 'Indie']",Doug and Lily,2017-03-01,601180
"['Action', 'Indie', 'Early Access']",Blast-off,2017-03-01,391140
"['Adventure', 'Casual']",Tales of Terror: Crimson Dawn,2017-03-01,596270
"['Adventure', 'Indie', 'RPG']",Ino,2017-03-02,398140
"['Adventure', 'Free to Play']",Tap Adventure: Time Travel,2017-03-02,596650
"['Casual', 'Indie']",RunningDead,2017-03-03,584220
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Box Maze,2017-03-03,512020
"['Casual', 'Sports']",Super Blackjack Battle 2 Turbo Edition - The Card Warriors,2017-03-03,545200
"['Adventure', 'Casual', 'Indie']",An Octonaut Odyssey,2017-03-03,566320
"['Adventure', 'Casual']",Azada: Elementa Collector's Edition,2017-03-03,596400
"['Casual', 'Indie']",Morphblade,2017-03-03,494720
"['Action', 'Adventure', 'Indie', 'RPG']",rooMaze,2017-03-03,575830
"['Adventure', 'Indie']",SPACE-FRIGHT,2017-03-03,592750
"['Action', 'Adventure', 'Indie', 'RPG']",Zoop! - Hunter's Grimm,2017-03-03,577460
"['Adventure', 'Indie', 'RPG', 'Early Access']",Ludoria,2017-03-03,432420
"['Action', 'Adventure', 'Casual', 'Indie']",Mastema: Out of Hell,2017-03-03,595550
"['Action', 'Free to Play', 'Indie']",Deceit,2017-03-03,466240
"['Action', 'Indie']",DESYNC: The Original Soundtrack - Volume 2 (Volkor X),2017-03-03,602441
"['Action', 'Indie']",DESYNC: The Original Soundtrack - Volume 1 (Daniel Deluxe),2017-03-03,602440
"['Action', 'Adventure', 'Indie', 'RPG']",Dark Throne,2017-03-02,587490
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",Clicker Heroes: Boxy &amp; Bloop Auto Clicker,2017-03-03,591620
"['Action', 'Free to Play', 'Indie']",DED,2017-03-03,571350
"['Casual', 'Indie', 'Simulation', 'Strategy']",Cards of Chaos,2017-03-03,517110
['Indie'],Ricochet Kills: Noir,2017-03-03,596630
"['Action', 'Adventure', 'Indie', 'RPG']",The Last Cargo,2017-03-13,593560
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']",johnsgame,2017-03-06,597240
"['Adventure', 'Indie']",Wild Unknown,2017-03-06,592570
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access']",Hurricane,2017-03-06,503240
['Casual'],My Vet Practice – Marine Patrol,2017-03-06,595150
"['Action', 'Casual', 'Indie']",Infektor,2017-03-06,554670
"['Adventure', 'Casual']",Witch Hunters: Stolen Beauty Collector's Edition,2017-03-06,597280
"['Adventure', 'Indie', 'RPG', 'Strategy']",Goblin Harvest - The Mighty Quest,2017-03-06,604060
['Action'],ULTIMATE MARVEL VS. CAPCOM 3,2017-03-06,357190
"['Indie', 'RPG', 'Simulation', 'Early Access']",City of God I - Prison Empire,2017-03-07,466860
"['Indie', 'Simulation', 'Strategy', 'Early Access']",SimAirport,2017-03-06,598330
"['Action', 'Adventure']",Tom Clancy's Ghost Recon® Wildlands,2017-03-06,460930
"['Action', 'Adventure', 'Casual', 'Indie']",Dreamlike Worlds,2017-03-06,602200
"['Action', 'Adventure']",Tom Clancy's Ghost Recon® Wildlands - Season Pass,2017-03-06,573830
"['Adventure', 'Indie', 'RPG']",Drift 7 Islands (survival),2017-03-06,592740
"['Adventure', 'Indie']",Switch - Or Die Trying,2017-03-07,506090
"['Adventure', 'Indie']",Switch - Or Die Trying Soundtrack,2017-03-07,604930
"['Action', 'Indie']",Military Airfield - Donation DLC,2017-03-07,602210
"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",VoidExpanse: Pariahs' Bane,2017-03-07,499410
"['Action', 'Indie', 'RPG', 'Simulation', 'Strategy']",VoidExpanse: Soundtrack Complete,2017-03-07,602740
"['Casual', 'Indie', 'Simulation', 'Strategy']",Star Merchant,2017-03-07,594720
"['Adventure', 'Indie']",LEAVES - The Journey,2017-03-07,569800
"['Action', 'Indie', 'Sports']",Disc Jam,2017-03-07,415880
"['Action', 'Indie']",The guard of dungeon,2017-03-07,601640
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",Lightspeed Frontier,2017-03-07,548650
"['Adventure', 'Indie', 'RPG']",Loot Rascals,2017-03-07,443880
['RPG'],Atelier Firis: The Alchemist and the Mysterious Journey / フィリスのアトリエ ～不思議な旅の錬金術士～,2017-03-07,527290
['Adventure'],LEGO® Worlds,2017-03-07,332310
"['Adventure', 'Casual']",Ominous Objects: Family Portrait Collector's Edition,2017-03-08,598050
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Utilities', 'Web Publishing']",GameMaker Studio 2 Desktop,2017-03-08,585410
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",- Arcane Raise -,2017-03-10,603750
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Utilities', 'Web Publishing']",GameMaker Studio 2 Mobile,2017-03-08,585620
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Utilities', 'Web Publishing']",GameMaker Studio 2 UWP,2017-03-08,585610
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Utilities', 'Web Publishing']",GameMaker Studio 2 Web,2017-03-08,585600
['Strategy'],"Buccaneers, Bounty &amp; Boom!",2017-03-01,597640
"['Action', 'Indie']",Reflex Arena,2014-11-04,328070
"['Action', 'Adventure', 'Indie', 'Early Access']",Space Jammers,2017-03-08,471400
"['Casual', 'Indie', 'Simulation']",The Cooking Game Original Soundtracks,2017-03-08,591040
['Indie'],ReThink,2017-03-08,603800
"['Free to Play', 'Indie', 'Strategy']",Deckbound Heroes (Open Beta),2017-03-09,540160
"['Action', 'Indie']",Danmaku Unlimited 3,2017-03-09,450950
"['Action', 'Casual', 'Indie', 'Simulation']",Maximum Override,2017-03-09,389220
"['Adventure', 'Casual', 'Free to Play']",Sounds of Her Love,2017-03-09,603880
"['Action', 'Adventure', 'Casual', 'Indie']",Bootombaa,2017-03-08,605910
"['Casual', 'Indie']",Good Archer,2017-03-09,602990
"['Casual', 'Indie']",Gump Runner,2017-03-09,606050
"['Action', 'Indie', 'Racing', 'Simulation']",Revhead,2017-03-09,589760
"['Action', 'RPG', 'Early Access']",ERISLE,2017-02-19,493480
"['Adventure', 'Casual', 'RPG']",Arcane Raise - Lorebook,2017-03-10,604091
"['Casual', 'Indie']",Didgery,2017-03-10,429270
"['Casual', 'Simulation', 'Strategy']",Chess3D,2016-11-04,599670
['Indie'],Blink Original Soundtrack,2017-03-10,597690
"['Casual', 'Indie']",A Foretold Affair,2017-03-10,586670
"['Casual', 'Indie']",A Foretold Affair - Alternate Outfit DLC,2017-03-10,594420
"['Adventure', 'Indie']",Blink,2017-03-10,447210
"['Action', 'Indie']",Super Spring Ninja,2017-03-14,523230
['Adventure'],Fenimore Fillmore: The Westerner,2017-03-10,503650
['Casual'],Travel Riddles: Trip To India,2017-03-10,604980
"['Action', 'Indie']",Red Barton and The Sky Pirates,2017-03-14,540590
"['Casual', 'Indie']",Death Squared,2017-03-13,471810
"['Adventure', 'Casual', 'Indie', 'Strategy']",GRUZCHIK,2017-03-10,603290
"['Adventure', 'Casual', 'Indie', 'Early Access']",Hexaball,2017-03-20,602830
['Action'],DOA5LR Arc System Works Mashup Set,2017-03-13,601390
['Indie'],Western FPS,2017-03-13,603370
"['Adventure', 'Casual', 'Indie']",Cubic complex,2017-03-13,500100
"['Action', 'Indie']",World Destroyers,2017-03-14,550200
"['Action', 'Indie', 'Early Access']",Coffence,2017-03-14,583240
['Action'],Dead Rising 4 - Season Pass,2017-03-09,592700
['Action'],Dead Rising 4,2017-03-14,543460
"['Adventure', 'Indie', 'Simulation', 'Early Access']",Lost in Nature,2017-03-14,601500
"['Racing', 'Simulation', 'Sports']",Ride 2 Free Bikes Pack 5,2017-03-15,578240
"['Action', 'Indie']",Furi - One More Fight,2017-03-15,567810
"['Action', 'Indie', 'Sports']",100ft Robot Golf,2017-03-16,368000
['Indie'],Dimension Jump,2017-03-15,564750
"['Casual', 'Indie', 'RPG', 'Simulation']",Surfasaurus,2016-08-01,584860
['Action'],CHAOS CODE -NEW SIGN OF CATASTROPHE-,2017-03-15,536560
"['Adventure', 'Casual', 'Indie', 'Racing', 'Simulation']",Tricky Trail RC,2016-11-02,550870
['Simulation'],Train Sim World®: CSX Heavy Haul,2017-03-16,530070
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Alien Insanity,2017-03-16,598350
"['Adventure', 'Indie']",Ascender,2017-03-17,598230
"['Adventure', 'Indie', 'Strategy']",Lifeline,2017-03-16,585290
"['Adventure', 'Indie']",Detective Noir,2017-03-17,586480
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Medieval,2017-03-17,591495
"['Indie', 'RPG', 'Strategy', 'Early Access']",WARTILE,2017-03-17,404200
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Coral Reef,2017-03-17,591494
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",You... and who else?,2017-03-17,459640
"['Adventure', 'Indie', 'RPG']",Lemuria: Lost in Space - soundtrack DLC,2017-03-17,607340
"['Action', 'Indie', 'Strategy']",City Siege: Faction Island,2017-03-17,578590
"['Adventure', 'Casual', 'Free to Play']",Wanderland: Starter Pack,2017-03-17,607840
"['Casual', 'Indie', 'Sports']",Don't Drop the Bass,2017-03-17,471220
"['Action', 'Adventure', 'Indie', 'RPG']","SnarfQuest Tales, Episode 1: The Beginning",2017-03-17,470020
"['Adventure', 'Indie', 'RPG']",Hotel Anatolia,2017-03-20,601010
"['Indie', 'Simulation', 'Strategy']",Crisis in the Kremlin,2017-03-20,599750
"['Casual', 'Indie', 'Simulation', 'Early Access']",Fly Away,2017-03-20,583000
['RPG'],Atelier Firis - Character: Heintz / 追加キャラクター『ハインツ』,2017-03-21,573548
['RPG'],Atelier Firis - Costume: Sky Blue Papillon / フィリス衣装『空色パピヨン』,2017-03-21,573541
['RPG'],Atelier Firis - Costume: Night Onyx / リアーネ衣装『夜のオニキス』,2017-03-21,573542
['RPG'],Atelier Firis - Costume: Verdant Feuilles / ドロッセル衣装『新緑のフォイユ』,2017-03-21,573544
['RPG'],Atelier Firis - Costume: Passionate Soleil / ソフィー衣装『情熱のソレイユ』,2017-03-21,573545
['RPG'],Atelier Firis - Costume: Festive Amour / イルメリア衣装『紅白アムール』,2017-03-21,573543
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pixel Puzzles Ultimate - Puzzle Pack: Trains,2017-03-21,591496
"['Indie', 'Simulation']",New York Kennedy [KJFK] airport for Tower!3D Pro,2017-03-21,607830
"['Action', 'Indie', 'RPG', 'Early Access']",SKIPCHASER,2017-03-21,508410
"['Adventure', 'Casual']",Dark Canvas: A Brush With Death Collector's Edition,2017-03-21,549220
['Action'],Toukiden 2,2017-03-21,551730
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Web Publishing']",AppGameKit Sound Library,2017-03-21,602720
"['Action', 'Casual', 'Indie']",Splody,2017-03-21,467810
['Action'],Toukiden 2 - Mitama: Sarutobi Sasuke,2017-03-21,569683
['Action'],Toukiden 2 - Mitama: Sanada Nobuyuki,2017-03-21,569682
['Action'],Toukiden 2 - Armor: Tenko Outfit,2017-03-21,569680
"['Adventure', 'Indie']",Stories Untold Official Soundtrack,2017-03-23,611740
['Casual'],Flagster,2017-03-23,611530
"['Indie', 'Strategy']",Battle for Orion 2,2017-03-23,564470
"['Action', 'Indie']",Red Death,2017-03-23,591560
"['Action', 'Indie']",Monster Slayers,2017-03-23,496620
"['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",LifeBase,2017-03-23,590600
"['Action', 'Racing', 'Simulation', 'Sports']",Drift Horizon Online,2017-03-23,491280
"['Action', 'Casual', 'Indie']",Beats Fever - Big Apple,2017-03-24,582100
['Audio Production'],Rytmik Ultimate – Voice &amp; Acoustic Expansion,2017-03-24,525971
"['Action', 'Indie']",88 Heroes,2017-03-24,487040
"['Casual', 'Indie', 'Strategy']",Steam: Rails to Riches,2017-03-25,595930
"['Action', 'Indie']",Infinite Tanks,2017-03-25,543180
"['Casual', 'Indie', 'Strategy']",Steam: Rails to Riches - Northern England Map,2017-03-27,596822
"['Casual', 'Indie', 'Strategy']",Steam: Rails to Riches - USA-Canada Map,2017-03-27,596821
"['Casual', 'Indie', 'Strategy']",Steam: Rails to Riches - Carcassonne Map,2017-03-27,596820
"['Casual', 'Indie', 'Strategy']",Steam: Rails to Riches - Belgium &amp; Luxembourg Map,2017-03-27,596823
"['Action', 'Adventure', 'Indie', 'Strategy']",Easy Magic,2017-03-27,599800
"['Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Therian Saga,2017-03-27,542480
"['Adventure', 'Indie']",Quern - Undying Thoughts (Original Soundtrack),2017-03-27,556500
"['Adventure', 'Casual']",Twilight Phenomena: The Lodgers of House 13 Collector's Edition,2017-03-27,609340
['Strategy'],Microgons,2017-03-27,529870
['RPG'],Operation Abyss: New Tokyo Legacy / 東京新世録 オペレーションアビス,2017-03-27,541450
"['Casual', 'Indie']",Oik 2,2017-03-28,611980
"['Casual', 'Indie', 'Racing']",Mantis Burn Racing® - Elite Class,2017-03-28,584191
"['Action', 'Adventure', 'Indie']",Sumoman,2017-03-28,552970
['Strategy'],Civilization VI - Persia and Macedon Civilization &amp; Scenario Pack,2017-04-20,512035
"['Casual', 'Indie', 'Racing']",Mantis Burn Racing® - Snowbound Pack,2017-03-28,584190
['Indie'],Rivals of Aether,2017-03-28,383980
"['Action', 'Indie', 'Sports']",HackyZack,2017-03-28,508530
"['Action', 'Casual', 'Indie']",Ballistic Overkill,2017-03-28,296300
['Action'],Street Fighter V CFN Beta,2017-03-28,593880
"['Action', 'Indie']",HAUNTED: Halloween '86 (The Curse Of Possum Hollow),2017-03-28,607490
['Simulation'],San Diego International [KSAN] airport for Tower!3D Pro,2017-03-28,615420
"['Action', 'Indie']",Rivais Em Batalha,2017-01-01,493820
"['Action', 'Indie', 'Simulation', 'Early Access']",NIGHTSTAR: Rogue Wings,2017-03-30,595360
"['Simulation', 'Early Access']",On The Road,2017-03-30,285380
"['Action', 'Indie']",Swarm Universe,2017-03-30,407110
"['Action', 'Casual', 'Indie']",Perfect Plan,2017-03-30,605160
"['Adventure', 'Indie']",Thimbleweed Park™,2017-03-30,569860
"['Action', 'Adventure', 'Indie', 'Early Access']",SCALPERS: Turtle &amp; the Moonshine Gang,2017-03-30,577280
"['Action', 'Indie']",Light It ~ てらし鬼 ~,2017-03-30,591640
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG', 'Strategy']",Mighty Party,2017-03-30,575720
['Simulation'],X-Plane 11,2017-03-30,269950
['Simulation'],X-Plane 11 - Global Scenery: Asia,2017-03-30,582571
['Simulation'],X-Plane 11 - Global Scenery: Europe,2017-03-30,582573
['Simulation'],X-Plane 11 - Global Scenery: Australia,2017-03-30,582572
['Simulation'],X-Plane 11 - Global Scenery: South America,2017-03-30,582575
['Simulation'],X-Plane 11 - Global Scenery: Africa,2017-03-30,582570
['Simulation'],X-Plane 11 - Global Scenery: North America,2017-03-30,582574
['Action'],Lament,2017-03-31,598340
['Action'],DoDonPachi Resurrection Arrange Album,2017-03-31,550381
"['Action', 'Adventure']",Call of Duty®: Infinite Warfare - UK Special Forces VO Pack,2017-03-31,593270
"['Casual', 'Indie', 'Strategy']",Castle Explorer,2017-03-31,531780
"['Casual', 'Indie', 'RPG']",RoboMatch,2017-03-06,600210
"['Adventure', 'Indie']",Kona Original Soundtrack,2017-03-17,612650
"['Action', 'Indie', 'Racing']",Jumps,2017-03-31,544310
"['Adventure', 'Free to Play', 'Indie', 'RPG']",Reflection of a Fallen Feather,2014-01-21,594310
"['Action', 'Adventure', 'Free to Play', 'Indie']",Chasing Styx,2016-09-05,594300
"['Action', 'Indie']",Master of Mayhem Soundtrack,2017-03-31,602390
"['Action', 'Casual', 'Indie']",State of Anarchy: Master of Mayhem,2017-03-31,576130
"['Adventure', 'Indie']",Arcade Tale,2017-03-31,618030
"['Indie', 'Strategy']",MegaGlest,2011-01-16,578870
"['Indie', 'RPG']","Max, an Autistic Journey - Max's Birthday DLC",2017-04-03,618180
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",BattleTrucks,2017-03-01,601590
"['Indie', 'Simulation']",Aerofly FS 2 - USA Utah,2017-04-03,611210
"['Casual', 'Indie', 'Simulation', 'Strategy']",Idle Evolution,2017-04-03,577730
"['Indie', 'Strategy']",War for the Overworld - My Pet Dungeon Expansion,2017-04-03,542160
['Adventure'],Nancy Drew®: The Silent Spy,2013-10-22,572730
"['Action', 'Indie']",League of Evil: Soundtrack + Extras,2017-04-03,618480
"['Action', 'Adventure', 'Casual', 'Indie']",Bloody Trapland 2: Curiosity - Soundtrack,2017-04-03,610270
"['RPG', 'Simulation', 'Strategy']",Collection - Crusader Kings II: Ultimate Unit Pack,2017-04-03,616180
"['RPG', 'Simulation', 'Strategy']",Collection - Crusader Kings II: Ultimate Music Pack,2017-04-03,616160
"['RPG', 'Simulation', 'Strategy']",Collection - Crusader Kings II: Dynasty Shield Pack,2017-04-03,616210
"['Adventure', 'Indie', 'Simulation', 'Strategy']",Incorp Inc,2017-04-03,567200
"['Casual', 'Indie', 'Racing', 'Simulation']",Blue-Collar Astronaut - OST by Charlie Armour,2017-04-03,616600
['Simulation'],Trainz Route: Legacy of the Burlington Northern II,2017-04-03,610910
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Item Pack for Arcane RE-Raise,2017-04-03,611942
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Extra Character (Male #4) + Item Pack for Arcane RE-Raise,2017-04-03,611941
['Sports'],AFL Evolution,2017-07-20,435020
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Extra Character (Male #3) + Item Pack for Arcane RE-Raise,2017-04-03,611940
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Extra Character (Male #1) + Item Pack for Arcane RE-Raise,2017-04-03,611924
